"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zic11",0,1.98631902423457,0.893,0.226,0,"9","Zic1"
"Gbx2",0,4.83120023418608,0.644,0.034,0,"9","Gbx2"
"Cpne73",0,2.58544445455284,0.934,0.354,0,"9","Cpne7"
"Ptger31",0,3.23284728145291,0.646,0.092,0,"9","Ptger3"
"Tcf7l21",0,2.83822005186686,0.655,0.106,0,"9","Tcf7l2"
"Slc6a112",0,1.99860043258963,0.966,0.471,0,"9","Slc6a11"
"Grm41",0,2.42220500472583,0.594,0.128,0,"9","Grm4"
"Grid2ip",0,3.14447276147987,0.392,0.048,0,"9","Grid2ip"
"Epha1",0,5.08880286311548,0.285,0.009,0,"9","Epha1"
"Htr2c3",2.17388884170148e-322,1.92729949720867,0.733,0.218,2.10628089872457e-318,"9","Htr2c"
"Ramp31",2.0331789457659e-319,2.2884955118605,0.657,0.171,1.96994708055258e-315,"9","Ramp3"
"Foxp2",1.07565996149973e-318,2.63056141121801,0.495,0.098,1.04220693669709e-314,"9","Foxp2"
"Adcy81",4.84913555043189e-314,1.9180233406804,0.828,0.297,4.69832743481346e-310,"9","Adcy8"
"Tox",3.29313374279607e-308,2.36839082672261,0.598,0.151,3.19071728339511e-304,"9","Tox"
"Cit1",3.28370618689255e-306,1.74023872954044,0.925,0.433,3.1815829244802e-302,"9","Cit"
"Syt92",2.73483848674218e-301,1.50062699931981,0.785,0.243,2.64978500980449e-297,"9","Syt9"
"Ccdc1361",2.05460625275312e-298,1.97677377913861,0.708,0.208,1.9907079982925e-294,"9","Ccdc136"
"Cpne91",4.41952756981801e-298,1.69912055975663,0.85,0.311,4.28208026239666e-294,"9","Cpne9"
"Rab3c2",2.86858908064476e-295,1.7232810382474,0.941,0.502,2.77937596023671e-291,"9","Rab3c"
"Oxr11",1.4509302385321e-294,1.52045777041301,0.966,0.724,1.40580630811375e-290,"9","Oxr1"
"Gpr883",0,3.94689359020033,0.818,0.145,0,"10","Gpr88"
"Six32",0,2.39582143581252,0.716,0.169,0,"10","Six3"
"Tac11",0,3.48320757444413,0.626,0.099,0,"10","Tac1"
"Pde1b3",0,2.83375235911722,0.74,0.238,0,"10","Pde1b"
"Meis23",0,2.5612370804747,0.658,0.169,0,"10","Meis2"
"Drd2",0,4.92341086989212,0.464,0.026,0,"10","Drd2"
"Asic4",0,3.11185830173871,0.508,0.094,0,"10","Asic4"
"Dach1",0,3.09315710015925,0.437,0.068,0,"10","Dach1"
"Ppp1r1b",0,4.07239387938348,1,0.761,0,"10","Ppp1r1b"
"Gad22",1.90164404828723e-308,1.83931682056037,0.966,0.566,1.84250291838549e-304,"10","Gad2"
"Dlx51",6.02217550313936e-303,2.86447789975286,0.471,0.088,5.83488584499173e-299,"10","Dlx5"
"Gucy1a13",2.58204287128531e-290,2.46171910155431,0.653,0.185,2.50174133798834e-286,"10","Gucy1a1"
"Dgkb3",1.63959593756104e-279,1.7975253346335,0.944,0.622,1.58860450390289e-275,"10","Dgkb"
"Otof2",1.95273323288485e-273,2.85605275078031,0.476,0.099,1.89200322934213e-269,"10","Otof"
"Arpp193",1.70628698549816e-267,1.37769356779121,0.996,0.908,1.65322146024917e-263,"10","Arpp19"
"Tmem1584",1.20185766834516e-255,1.8931973930184,0.888,0.504,1.16447989485962e-251,"10","Tmem158"
"Gng7",2.38455162310156e-254,2.77721810013424,0.397,0.072,2.3103920676231e-250,"10","Gng7"
"Adcy5",9.97525248101934e-249,2.61437611430204,0.504,0.121,9.66502212885964e-245,"10","Adcy5"
"Wfs13",1.58426942650302e-228,1.44567047439312,0.847,0.397,1.53499864733877e-224,"10","Wfs1"
"Tomm70a2",2.17211961548307e-218,1.64255439874323,0.896,0.682,2.10456669544155e-214,"10","Tomm70a"
"Cabp71",0,3.55870605605922,0.996,0.265,0,"11","Cabp7"
"Doc2b5",0,3.35003949303146,0.87,0.221,0,"11","Doc2b"
"Pou3f11",0,4.35050756397583,0.754,0.107,0,"11","Pou3f1"
"Wfs14",0,4.02277175997691,0.953,0.393,0,"11","Wfs1"
"Gpr161",0,4.81904015741396,0.547,0.037,0,"11","Gpr161"
"Hpca3",0,2.80079387634728,0.842,0.332,0,"11","Hpca"
"Wipf3",0,3.38701305382854,0.583,0.107,0,"11","Wipf3"
"Sstr41",0,3.09341280862569,0.612,0.154,0,"11","Sstr4"
"Arl151",0,3.04704821137585,0.57,0.129,0,"11","Arl15"
"Lrrc10b1",0,3.64327854061022,0.463,0.044,0,"11","Lrrc10b"
"Cnksr25",0,1.92521118147915,0.968,0.624,0,"11","Cnksr2"
"Ddn4",0,2.5083101632425,0.999,0.659,0,"11","Ddn"
"Jph46",0,1.866477077628,0.98,0.707,0,"11","Jph4"
"Kcnab22",0,1.74841857963193,1,0.843,0,"11","Kcnab2"
"Camk2a4",0,1.76613218313577,1,0.896,0,"11","Camk2a"
"Trim22",0,1.56201312548555,0.994,0.92,0,"11","Trim2"
"Git12",4.25637778198037e-315,1.49634787607732,0.999,0.955,4.12400443296078e-311,"11","Git1"
"Gabra53",6.96809518746865e-306,2.29445012088935,0.794,0.297,6.75138742713837e-302,"11","Gabra5"
"Trpc4",9.35438829152792e-290,3.06060767131902,0.441,0.081,9.0634668156614e-286,"11","Trpc4"
"Sipa1l31",6.15255051573774e-283,2.4955604330733,0.638,0.178,5.96120619469829e-279,"11","Sipa1l3"
"Rab372",0,3.14840763830847,0.98,0.182,0,"12","Rab37"
"Prkcd2",0,3.21751321522836,0.921,0.146,0,"12","Prkcd"
"Adra1b2",0,2.8469703523307,0.967,0.243,0,"12","Adra1b"
"Pcp43",0,2.64865126605785,0.98,0.281,0,"12","Pcp4"
"Zic12",0,2.00521894878983,0.902,0.229,0,"12","Zic1"
"Plcb42",0,2.41013454779713,0.925,0.296,0,"12","Plcb4"
"Wnt9b1",0,3.18680395335323,0.693,0.085,0,"12","Wnt9b"
"Adarb12",0,2.65419626809717,0.873,0.275,0,"12","Adarb1"
"Rgs32",0,1.97588108088923,0.923,0.328,0,"12","Rgs3"
"Mb21d22",0,2.23606077023978,0.9,0.336,0,"12","Mb21d2"
"Rgs44",0,2.25561912755613,0.856,0.295,0,"12","Rgs4"
"Opn31",0,2.97235781806536,0.659,0.107,0,"12","Opn3"
"Kcna12",0,2.101523217384,0.967,0.468,0,"12","Kcna1"
"Nefh1",0,2.69158852316633,0.996,0.519,0,"12","Nefh"
"Sprn2",0,1.95977460817609,0.973,0.53,0,"12","Sprn"
"Pakap.12",0,2.00859176272515,1,0.725,0,"12","Pakap.1"
"Kndc12",0,1.73733150450301,0.997,0.781,0,"12","Kndc1"
"Scn1b3",0,1.60849518483518,1,0.893,0,"12","Scn1b"
"Nsmf4",0,1.60546212397868,1,0.916,0,"12","Nsmf"
"Cplx13",0,1.73042192895402,1,0.928,0,"12","Cplx1"
"Cabp72",0,3.37820144238331,0.977,0.268,0,"13","Cabp7"
"Homer31",5.25826119670612e-247,2.70911151750635,0.52,0.12,5.09472927348856e-243,"13","Homer3"
"Lrrc10b2",5.96520224717321e-236,2.64230938434076,0.332,0.049,5.77968445728613e-232,"13","Lrrc10b"
