"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSRNOG000000544751",0,7.70875524506422,0.77,0.037,0,"19","ENSRNOG00000054475"
"Cdhr41",0,9.06677299187124,0.681,0.006,0,"19","Cdhr4"
"Ccdc1701",0,5.65550310409946,0.704,0.032,0,"19","Ccdc170"
"Wdr49",0,10.3681391379536,0.637,0.005,0,"19","Wdr49"
"Dnah111",0,6.31085128705842,0.637,0.03,0,"19","Dnah11"
"RGD15620291",0,6.27702395113492,0.615,0.024,0,"19","RGD1562029"
"Dnah121",0,7.39897900679613,0.607,0.025,0,"19","Dnah12"
"Ccdc162",0,9.06339670412803,0.585,0.017,0,"19","Ccdc162"
"Adgb",0,8.25236913532834,0.578,0.014,0,"19","Adgb"
"Ak9",0,7.64344783299884,0.578,0.015,0,"19","Ak9"
"Rgs22",0,7.86776087898554,0.556,0.014,0,"19","Rgs22"
"Dnah7",0,7.91551478213552,0.541,0.01,0,"19","Dnah7"
"Rp1",0,10.01018542503,0.533,0.009,0,"19","Rp1"
"Cfap43",0,7.73757017938756,0.526,0.008,0,"19","Cfap43"
"T2",0,6.17194302444543,0.533,0.023,0,"19","T2"
"Dnah6",0,8.59043837668367,0.519,0.009,0,"19","Dnah6"
"Tmem212",0,10.3168159092921,0.511,0.002,0,"19","Tmem212"
"Ak7",0,9.0060150230215,0.511,0.003,0,"19","Ak7"
"Dcdc5",0,8.44236908339723,0.511,0.006,0,"19","Dcdc5"
"AABR07005985.1",0,6.15006376734682,0.519,0.021,0,"19","AABR07005985.1"
"Ikzf11",1.0533370457736e-215,2.5065531309287,0.59,0.026,2.26003996541183e-211,"20","Ikzf1"
"Dock81",9.07462763054491e-203,2.41359422491312,0.675,0.035,1.94705210440972e-198,"20","Dock8"
"ENSRNOG000000690311",7.25719529826759e-200,2.62967320290497,0.494,0.02,1.5571038231963e-195,"20","ENSRNOG00000069031"
"Cx3cr11",4.52370491085181e-193,2.28861758005143,0.687,0.038,9.70606125672364e-189,"20","Cx3cr1"
"Inpp5d1",3.59534531509463e-163,2.4394137547685,0.687,0.046,7.71417290806703e-159,"20","Inpp5d"
"Slco2b12",4.29880408453922e-162,2.12952505498766,0.554,0.03,9.22351404378735e-158,"20","Slco2b1"
"Selplg1",7.54722984370551e-159,2.41654359121067,0.639,0.04,1.61933363526545e-154,"20","Selplg"
"Bin21",8.2318887324649e-156,2.52708991093831,0.458,0.021,1.76623404643767e-151,"20","Bin2"
"ENSRNOG000000192171",2.13465398362236e-151,2.76545316977891,0.446,0.021,4.58011358726013e-147,"20","ENSRNOG00000019217"
"Tmem176a1",3.50718261694371e-148,2.45067688968155,0.747,0.059,7.52501102291443e-144,"20","Tmem176a"
"Cfh2",5.85527935419709e-148,2.24857229007955,0.711,0.053,1.25630873823653e-143,"20","Cfh"
"Ptprc1",2.32369680903543e-145,2.01288348520226,0.446,0.022,4.98572387346641e-141,"20","Ptprc"
"Arhgap151",3.05405626004288e-145,2.16582631777578,0.928,0.099,6.552783111548e-141,"20","Arhgap15"
"Fcgr2a1",9.25429323539671e-145,2.75020511705332,0.422,0.02,1.98560115658672e-140,"20","Fcgr2a"
"Blnk1",1.98108246200488e-144,2.22265991865198,0.578,0.036,4.25061053047766e-140,"20","Blnk"
"Anxa32",2.72556072352752e-137,2.35130494423957,0.627,0.044,5.84796308840066e-133,"20","Anxa3"
"Csf1r1",1.45534194866843e-134,2.22946985150325,0.627,0.045,3.12258168506298e-130,"20","Csf1r"
"C1qa1",4.88624574469625e-129,2.29427950128931,0.867,0.092,1.04839288698203e-124,"20","C1qa"
"Slc2a51",9.63767180555527e-127,2.92397244766752,0.386,0.019,2.06785886259994e-122,"20","Slc2a5"
"C1qb1",2.4750791381909e-126,2.36699626171847,0.783,0.075,5.31052979890239e-122,"20","C1qb"
"Dock82",2.78836639833669e-225,3.58024768846078,0.806,0.036,5.9827189442712e-221,"21","Dock8"
"Selplg2",8.55357129910165e-209,3.79254187034933,0.823,0.04,1.83525425793525e-204,"21","Selplg"
"Ly862",2.3419628545993e-173,3.86126066713056,0.516,0.019,5.02491550082827e-169,"21","Ly86"
"Slco2b13",2.67112134819217e-171,3.67925848300251,0.645,0.03,5.73115796468112e-167,"21","Slco2b1"
"Cx3cr12",5.29682171248352e-160,3.48340297071894,0.71,0.039,1.13648606663046e-155,"21","Cx3cr1"
"Csf1r2",4.50178615935018e-155,3.26471827786584,0.758,0.045,9.65903238350175e-151,"21","Csf1r"
"Ikzf12",2.34138916851887e-149,3.34155135357299,0.565,0.026,5.02368459997408e-145,"21","Ikzf1"
"Fgd21",2.3003787550021e-148,3.93364817365687,0.371,0.011,4.9356926567325e-144,"21","Fgd2"
"Anxa33",1.07181360972858e-144,3.35373112627813,0.726,0.045,2.29968328103365e-140,"21","Anxa3"
"Slc2a52",3.94856628809128e-142,3.45818095349977,0.468,0.019,8.47204382772865e-138,"21","Slc2a5"
"Blnk2",9.04519117896525e-140,3.33687592231064,0.645,0.036,1.94073621935878e-135,"21","Blnk"
"Hck2",1.00860510282219e-137,4.17571827957739,0.387,0.014,2.16406310861529e-133,"21","Hck"
"Adgre12",9.77263099095193e-134,3.85897717900591,0.468,0.02,2.09681570541865e-129,"21","Adgre1"
"Fli13",1.14606485761405e-132,3.30432462553166,0.532,0.026,2.4589967584967e-128,"21","Fli1"
"Inpp5d2",1.32998189163974e-129,3.66371741510495,0.694,0.046,2.85360914670222e-125,"21","Inpp5d"
"Fyb12",2.82785044025388e-128,3.80669194462698,0.565,0.031,6.06743590460872e-124,"21","Fyb1"
"Ccr51",4.27936236520328e-127,3.90663799459161,0.371,0.013,9.18179989078016e-123,"21","Ccr5"
"Apbb1ip3",4.30035490136303e-126,3.41287653541071,0.823,0.065,9.22684147636453e-122,"21","Apbb1ip"
"ENSRNOG000000690312",4.45694440678518e-126,3.51204997207787,0.452,0.02,9.56281991919828e-122,"21","ENSRNOG00000069031"
"Lcp22",9.10734364471403e-124,3.54118035219029,0.387,0.015,1.95407165240984e-119,"21","Lcp2"
